"","X1","X2"
"1",10.0453883554248,13.1568069172971
"2",10.6832886941916,13.3876282745239
"3",11.0869642848831,13.3885393410138
"4",11.5980357838558,13.3689311940673
"5",12.1473936629618,13.0979863037527
"6",12.4686022926369,13.0778971964508
"7",12.602450814277,13.2460152969254
"8",12.9126392989859,13.4791357926885
"9",13.1962867027784,13.5226934906388
"10",13.288966726096,13.6713177864
"11",13.5739637293832,13.6943455378009
"12",14.0952800439224,13.0619978212335
"13",14.2463343801722,12.4524221317366
"14",14.4389498252936,12.326802981758
"15",14.6324476618134,12.2218765364105
"16",14.592199389664,11.7406554099157
"17",14.672438026578,11.5316968636466
"18",14.1606011937569,11.2422839670655
"19",14.0106319223532,11.3052326836252
"20",13.6271064038966,10.7066556929163
"21",13.5087074406571,10.1920130875027
"22",13.2923383916562,10.049767688234
"23",13.2674491126389,9.84436630031423
"24",13.2644287898168,9.61839558667731
"25",12.9212436475235,9.35501751152401
"26",12.8090931462689,8.78183754409574
"27",12.6169739828508,8.59967145976784
"28",12.3212729712713,8.45981894468316
"29",12.2349271577843,8.03044615813176
"30",12.0233107869159,7.66431984562717
"31",12.0643090731907,7.49969368452627
"32",11.8972196090061,7.46088162894532
"33",11.8957507203584,7.1121274515912
"34",11.6453347291709,6.97193092632893
"35",11.5213565022772,6.60247531175532
"36",11.3550656706993,6.50184833265954
"37",11.1473872072375,6.50479051061226
"38",11.0640714889684,6.69143954241232
"39",10.8573307368889,6.77573398257966
"40",10.8575165078298,6.89882462433184
"41",10.5897111812621,7.06468603048706
"42",10.4862949260281,6.92202209333373
"43",10.2387030822511,6.90342915926558
"44",10.1357270799808,7.02713387865611
"45",9.84721289274222,6.78281765925798
"46",9.72381159710199,6.53677817781827
"47",9.47700419044347,6.45543768258135
"48",9.47706624291099,6.27016663540078
"49",9.29193504581214,6.33265455170556
"50",9.16867075565153,6.10613038822758
"51",8.86033298964205,5.81745069769189
"52",8.90153178478714,5.54822221505251
"53",8.81933604507385,5.25705634656607
"54",8.65467876624047,4.92343434604778
"55",8.53107626138956,4.7773445523428
"56",8.48977966851241,4.54699979350661
"57",8.3042571459712,4.52563048768397
"58",7.99481335205204,4.46149610134449
"59",7.62325387689205,4.41718398783025
"60",7.31316117420839,4.39350307601371
"61",6.75386943204,4.3028447850851
"62",6.31751606357543,4.25401964739336
"63",6.02649317408988,4.31217920854066
"64",5.71504099404937,4.47514595602499
"65",5.4258151289775,4.91085516279784
"66",5.3231431385688,5.20202187657838
"67",5.01221475577468,5.80065913159156
"68",4.86600893863617,6.0054213565212
"69",4.53031048540563,6.28908410499291
"70",4.10790748957951,6.36266343232068
"71",3.7043918984197,6.41531722547281
"72",3.36260862220476,6.385658594162
"73",2.97600644444021,6.37490942973351
"74",2.71686114808695,6.36728706621256
"75",2.76034865716092,6.63983888907758
"76",2.80365216919101,6.78693201760561
"77",2.69532536155836,6.97133404656263
"78",2.75913152075532,7.36796994664753
"79",2.78010921725209,7.55529706195507
"80",2.71375673659377,7.80258303453799
"81",2.77520523532821,8.19733541407363
"82",2.6864795558979,8.40249213152681
"83",2.77049620489671,8.61089162109225
"84",2.83015801669065,8.98390993820191
"85",3.0873890016442,9.11177306059785
"86",3.12493395399059,9.42182232969174
"87",3.35720724681062,9.69281208426828
"88",3.33312828685795,9.83686556719458
"89",3.52722536906116,9.81829948788233
"90",3.64874140486116,10.1493726001625
"91",3.58092234225674,10.3137526186756
"92",3.70736798085085,10.4179549396917
"93",3.8324010588173,10.5839109069894
"94",3.7409632359301,10.8105487046415
"95",3.7122378505415,11.0998981448444
"96",3.51419695565618,11.2644930061034
"97",3.56565547433037,11.7009825330032
"98",3.69455615595221,11.7221902371936
"99",3.62485692269404,11.8883354232367
"100",3.67037380308617,12.4729088746574
"101",4.08833266272131,12.9332327857422
"102",4.15836825590076,13.4168364290376
"103",4.4975999676594,13.6269482724077
"104",4.88436700222269,13.7094287709728
"105",5.24997091029686,13.7291020910888
"106",5.52500792937308,13.8966743283207
"107",6.13093904773468,13.6203249099377
"108",6.27945845025403,13.6618140844668
"109",6.7321494769442,13.3038208464727
"110",6.92650244000845,13.0318390003648
"111",7.28498327863865,13.0731986596374
"112",7.78970124902855,13.2811155684023
"113",7.9793175509668,13.3229178377767
"114",8.25388337894444,13.2183612445893
"115",8.38068834228827,13.0514717224888
"116",8.57006633097228,13.0515929257574
"117",8.67527556280591,12.8851385728751
"118",8.94849971177459,12.885199875599
"119",9.66291734452299,12.8022831106344
